code_no,title,source_type,primary_place,lat,lng,all_places,summary_hint,api_category,api_category2,api_tags,narrative_type,primary_category,representative_category,core_topics,entities,spaces,moods,functions
T_M_011,궤눼깃당본풀이,legend,한라산,33.3616666,126.5291666,세화리 | 선흘리 | 덕천리 | 평대리 | 동복리 | 김녕리 | 한라산 | 종달리 | 송당리 | 구좌읍 | 우도,"가운데 쪽에 좌정한 소천국은 알송당 고부니마루에서 솟아나고, 백주또마누라는 강남천자국 백 모래밭에서 솟아납디다. 인간 세상에 탄생하여 천기를 짚어 떠 보니 천상베필 될 짝이 조선국 제 주도 송당리에 탄생하여 사는 듯...",신화,MYTH2.002,"본풀이,궤눼깃당,궤눼깃당본풀이",무속신화,무속신화·신격 전승,지명·지형 유래,무속신화·신격 전승 | 지명·지형 유래,신,산/오름 | 한라산 권역 | 당/사당 | 섬,신성 | 경외 | 신비,공동체 기억 | 기원 설명 | 인물 전승 | 장소 신성화
T_M_013,금덕본향 검은댁잇당(유수암),legend,제주목,33.5042779,126.519838,제주목,제주목에서 전해 내려오는 검은댁잇당(유수암) 전설.,신화,MYTH2.002,"검은댁잇당,금덕본향",전설,무속신화·신격 전승,무속신화·신격 전승,무속신화·신격 전승 | 마을 공동체 전승,신,당/사당,신비 | 경외 | 신성,공동체 기억 | 인물 전승
T_M_014,금악본향 오일당,legend,금악리,33.3515554,126.3162828,금악리 | 명월리 | 한림읍,금악리에서 전해 내려오는 오일당 전설.,신화,MYTH2.002,"금악본향,오일당",전설,무속신화·신격 전승,무속신화·신격 전승,무속신화·신격 전승 | 마을 공동체 전승,신,당/사당 | 마을,신비 | 경외 | 신성,공동체 기억 | 인물 전승
T_M_015,나주 기민창조상본풀이,legend,납읍리,33.4284054,126.3417831,제주성 | 납읍리 | 선흘리 | 제주목 | 조천리 | 어음리,"옛날 순흥에서 삼형제가 제주에 왔을 때, 사냥을 하면서 다니는 것이 큰형님은 어음리에, 둘째 형님은 납읍리에, 작은 동생은 선흘리에 정착하여 자손들이 벌어집디다. 옛날 신좌면 조천관에 안씨 선주가 삽디다. 안씨선주는...",신화,MYTH2.003,"본풀이,나주,기민창조상본풀이,기민창",무속신화,무속신화·신격 전승,무속신화·신격 전승,무속신화·신격 전승,신,마을,신성 | 경외 | 신비,공동체 기억 | 인물 전승
T_M_016,내왓당 천*조또마누라본풀이,legend,송당리,33.4564636,126.7691579,송당리,"윗송당의 당신 금백주와 셋송당의 당신 세명주, 알송당의 당신 소로소천국은 아들이 열여덟, 딸이 스물여덟, 손자는 삼백일흔 여덟입니다. 소천국은 절해고도인 제주에서 태어나고, 소천국의 아내인 백주 또는 강남천자국 백모...",신화,MYTH2.002,"본풀이,내왓당",무속신화,무속신화·신격 전승,가족·인간사 서사,무속신화·신격 전승 | 가족·인간사 서사,신 | 인간 | 마을신,당/사당 | 마을,신성 | 경외 | 신비,공동체 기억 | 인물 전승
T_M_017,널갯당 오일본향(판포),legend,한경면,33.3227575,126.2238176,한경면,한경면에서 전해 내려오는 오일본향(판포) 전설.,신화,MYTH2.002,"널갯당,오일본당",전설,무속신화·신격 전승,무속신화·신격 전승,무속신화·신격 전승 | 마을 공동체 전승,신,당/사당 | 마을,신비 | 경외 | 신성,공동체 기억 | 인물 전승
T_M_018,눈미 불돗당본풀이,legend,와산리,33.4802497,126.6843061,와산리,"와산리 윗당의 당신은 불도삼승또입니다. 옥황상제 막내딸아기가 부모의 말씀에 거역하니, “인간에 귀양정배 보내라.” 귀양정배를 보내니, 딸아기는 노각성자부줄로 와산 당오름 꼭대기에 내려와 있습디다. 그때 와산에 사는 ...",신화,MYTH2.002,"본풀이,눈미,불돗당,불돗당본풀이",무속신화,무속신화·신격 전승,가족·인간사 서사,무속신화·신격 전승 | 가족·인간사 서사 | 지명·지형 유래,신 | 인간 | 마을신 | 왕/관원/선비,산/오름 | 당/사당 | 마을,신성 | 경외 | 따뜻함 | 신비,공동체 기억 | 기원 설명 | 인물 전승
T_M_019,눈미 양씨아미본풀이,legend,한라산,33.3616666,126.5291666,와산리 | 조천읍 | 한라산 | 용담동 | 제주시,한라산에서 전해 내려오는 양씨아미본풀이 전설.,신화,MYTH2.003,"본풀이,양씨아미,눈미,양씨아미본풀이",무속신화,무속신화·신격 전승,지명·지형 유래,무속신화·신격 전승 | 지명·지형 유래,신,산/오름 | 한라산 권역,신비 | 신성 | 경외,공동체 기억 | 기원 설명 | 인물 전승
T_M_020,"당나미문씨아기당본풀이(가시,한백)",legend,한라산,33.3616666,126.5291666,성읍리 | 표선면 | 한라산 | 가시리,"한라산에서 전해 내려오는 당나미문씨아기당본풀이(가시,한백) 전설.",신화,MYTH2.002,"본풀이,당나미문씨아기당,당나미문씨아기당본풀이",무속신화,무속신화·신격 전승,지명·지형 유래,무속신화·신격 전승 | 지명·지형 유래,신 | 인간,산/오름 | 한라산 권역 | 당/사당,신성 | 신비 | 경외 | 따뜻함,공동체 기억 | 기원 설명 | 인물 전승
T_M_021,도두본향 오름허릿당,legend,삼도동,33.5120406,126.5215055,삼도동 | 제주시,삼도동에서 전해 내려오는 오름허릿당 전설.,신화,MYTH2.002,"도두본향,오름허릿당",전설,무속신화·신격 전승,무속신화·신격 전승,무속신화·신격 전승 | 마을 공동체 전승 | 지명·지형 유래,신,당/사당 | 마을 | 산/오름,신비 | 경외 | 신성,공동체 기억 | 기원 설명 | 인물 전승
T_M_022,동복본향당본풀이,legend,동복리,33.5359923,126.7190983,제주성 | 동복리,동복리에서 전해 내려오는 동복본향당본풀이 전설.,신화,MYTH2.002,"본풀이,동복본향당본풀이,동복본향당",무속신화,무속신화·신격 전승,마을 공동체 전승,무속신화·신격 전승 | 마을 공동체 전승,마을신 | 신,당/사당 | 마을,신성 | 경외 | 신비,공동체 기억 | 인물 전승 | 장소 신성화
T_M_023,동복본향당본풀이1,legend,동복리,33.5359923,126.7190983,동복리,동복리에서 전해 내려오는 동복본향당본풀이1 전설.,신화,MYTH2.002,"본풀이,동복본향당본풀이,동복본향당",무속신화,무속신화·신격 전승,마을 공동체 전승,무속신화·신격 전승 | 마을 공동체 전승,마을신 | 신,당/사당 | 마을,신성 | 경외 | 신비,공동체 기억 | 인물 전승 | 장소 신성화
T_M_024,두리빌렛당 두리빌레 용해부인 할마님,legend,제주시,33.5042779,126.519838,제주성 | 제주시,제주시에서 전해 내려오는 두리빌레 용해부인 할마님 전설.,신화,MYTH2.002,"두리빌레,두리빌렛당,용해부인,할마님",전설,무속신화·신격 전승,무속신화·신격 전승,무속신화·신격 전승,신,당/사당,신비 | 경외 | 신성,공동체 기억 | 인물 전승
T_M_026,마라도본향 애기씨,legend,가파도,33.1707573,126.2726748,가파도 | 대정읍 | 마라도,가파도에서 전해 내려오는 애기씨 전설.,신화,MYTH2.002,"마라도,마라도본향,애기씨",전설,무속신화·신격 전승,무속신화·신격 전승,무속신화·신격 전승 | 마을 공동체 전승,신,섬,신비 | 경외 | 신성,공동체 기억 | 인물 전승
T_M_027,명월본향 축일당,legend,한림읍,33.3764716,126.2852587,한림읍,한림읍에서 전해 내려오는 축일당 전설.,신화,MYTH2.002,"명월본향,축일당",전설,무속신화·신격 전승,무속신화·신격 전승,무속신화·신격 전승 | 마을 공동체 전승,신,당/사당 | 마을,신비 | 경외 | 신성,공동체 기억 | 인물 전승
T_M_030,부대각본,legend,한라산,33.3616666,126.5291666,평대리 | 한라산 | 용담동 | 제주시 | 구좌읍,한라산에서 전해 내려오는 부대각본 전설.,신화,MYTH2.003,부대각본,전설,지명·지형 유래,지명·지형 유래,지명·지형 유래 | 무속신화·신격 전승,신,산/오름 | 한라산 권역,신비 | 경외 | 신성,공동체 기억 | 기원 설명 | 인물 전승
T_M_032,사계본향 큰물당,legend,사계리,33.2383758,126.3026575,사계리 | 안덕면,사계리에서 전해 내려오는 큰물당 전설.,신화,MYTH2.002,사계본향 큰물당,전설,무속신화·신격 전승,무속신화·신격 전승,무속신화·신격 전승 | 마을 공동체 전승,신,당/사당 | 마을,신비 | 경외 | 신성,공동체 기억 | 인물 전승
T_M_034,삼달본향당본풀이,legend,성읍리,33.407816,126.7828957,성읍리 | 표선면 | 난산리 | 시흥리 | 동복리 | 종달리 | 북촌리 | 함덕리,성읍리에서 전해 내려오는 삼달본향당본풀이 전설.,신화,MYTH2.002,"본풀이,삼달본향당,삼달본향당본풀이",무속신화,무속신화·신격 전승,마을 공동체 전승,무속신화·신격 전승 | 마을 공동체 전승,마을신 | 신,당/사당 | 마을 | 산/오름,신성 | 경외 | 신비,공동체 기억 | 인물 전승 | 장소 신성화
T_M_035,삼두구미본,legend,고산리,33.3021091,126.1851714,한경면 | 고산리,고산리에서 전해 내려오는 삼두구미본 전설.,신화,MYTH2.019,삼두구미본,전설,무속신화·신격 전승,무속신화·신격 전승,무속신화·신격 전승 | 초자연 존재담,도체비/요괴 | 신,마을 | 산/오름,신비 | 경외 | 공포 | 신성,공동체 기억 | 인물 전승
T_M_038,서귀본향당본푸리,legend,한라산,33.3616666,126.5291666,연동 | 한라산,한라산에서 전해 내려오는 서귀본향당본푸리 전설.,신화,MYTH2.002,"본풀이,서귀본향당본푸리,서귀본향당",무속신화,무속신화·신격 전승,지명·지형 유래,무속신화·신격 전승 | 마을 공동체 전승 | 지명·지형 유래,마을신 | 신,산/오름 | 당/사당 | 한라산 권역,경외 | 신비 | 신성,공동체 기억 | 기원 설명 | 인물 전승 | 장소 신성화
T_M_039,선흘안판관제주판관본,legend,납읍리,33.4284054,126.3417831,납읍리 | 선흘리 | 표선면 | 가시리 | 제주시,납읍리에서 전해 내려오는 선흘안판관제주판관본 전설.,신화,MYTH2.003,선흘안판관제주판관본,전설,무속신화·신격 전승,무속신화·신격 전승,무속신화·신격 전승,신,마을,신비 | 경외 | 신성,공동체 기억 | 인물 전승
T_M_042,세민황제본,legend,한경면,33.3227575,126.2238176,한경면,한경면에서 전해 내려오는 세민황제본 전설.,신화,MYTH2.019,"세민황제,세민황제본",전설,무속신화·신격 전승,무속신화·신격 전승,무속신화·신격 전승,신,마을,신비 | 경외 | 신성,공동체 기억 | 인물 전승
T_M_043,세화본향당본풀이 금상님본풀이,legend,한라산,33.3616666,126.5291666,세화리 | 한라산 | 우도,"금상님은 서울 남산 아양동출에서 솟아났는데, 하늘은 아버지이고 땅은 어머니입니다. 무위이 화 금상님의 키는 구척장신이요, 얼굴은 숯먹을 갈아 지친 듯하고, 눈은 봉황새 눈이요, 수염은 삼각수입니다. 또한 무쇠투구에 ...",신화,MYTH2.002,"본풀이,세화본향당,금상님본풀이",무속신화,무속신화·신격 전승,지명·지형 유래,무속신화·신격 전승 | 마을 공동체 전승 | 지명·지형 유래,신 | 마을신,산/오름 | 당/사당 | 한라산 권역 | 섬,신성 | 경외 | 신비,공동체 기억 | 기원 설명 | 인물 전승 | 장소 신성화
T_M_044,세화본향당본풀이 벡주또본풀이,legend,한라산,33.3616666,126.5291666,와산리 | 세화리 | 선흘리 | 덕천리 | 평대리 | 조천리 | 한라산,"서울 남산 서대문 밖 가는대밭에서 솟아난 임정국 따님아기가 일곱살이 되니, 아버지 눈에 거 슬리고 어머니 눈에 거슬려 쫓겨나 용왕천자국 외삼촌에게 수청부인으로 들어갑디다. 일곱삼촌은 일곱 부술을 가르쳐 주고, 청가루...",신화,MYTH2.002,"본풀이,세화본향당,벡주또본풀이",무속신화,무속신화·신격 전승,지명·지형 유래,무속신화·신격 전승 | 마을 공동체 전승 | 지명·지형 유래 | 해양·어촌 전승,마을신 | 신 | 왕/관원/선비 | 용왕/해신 | 인간,산/오름 | 당/사당 | 한라산 권역 | 바다,경외 | 신성 | 신비 | 따뜻함,공동체 기억 | 기원 설명 | 인물 전승 | 장소 신성화
T_M_046,송당본향 소천국광 백주할망,legend,제주시,33.5042779,126.519838,제주시,제주시에서 전해 내려오는 소천국광 백주할망 전설.,신화,MYTH2.002,"백주할망,손당본향,소천국광",전설,무속신화·신격 전승,무속신화·신격 전승,무속신화·신격 전승 | 마을 공동체 전승,신,당/사당,신비 | 경외 | 신성,공동체 기억 | 인물 전승
T_M_047,솥할망본,legend,신풍리,33.3697855,126.8320995,신풍리,신풍리에서 전해 내려오는 솥할망본 전설.,신화,MYTH2.003,솥할망본,전설,무속신화·신격 전승,무속신화·신격 전승,무속신화·신격 전승,신,마을,신비 | 경외 | 신성,공동체 기억 | 인물 전승
T_M_048,시흥본향당본풀이,legend,시흥리,33.4693635,126.8824129,시흥리 | 종달리 | 오조리,시흥리에서 전해 내려오는 시흥본향당본풀이 전설.,신화,MYTH2.002,"본풀이,시흥본향당본풀이",무속신화,무속신화·신격 전승,마을 공동체 전승,무속신화·신격 전승 | 마을 공동체 전승,마을신 | 신,당/사당 | 마을,신성 | 경외 | 신비,공동체 기억 | 인물 전승 | 장소 신성화
T_M_049,신천본향 선씨일월,legend,신천리,33.3506155,126.8524692,표선면 | 신천리 | 표선리 | 신촌리,신천리에서 전해 내려오는 선씨일월 전설.,신화,MYTH2.002,"신천본향,선씨일월",전설,무속신화·신격 전승,무속신화·신격 전승,무속신화·신격 전승 | 마을 공동체 전승,신,마을,신비 | 경외 | 신성,공동체 기억 | 인물 전승
T_M_051,양씨아미본풀이,legend,하례리,33.3252261,126.5961931,하례리 | 온평리,저 산 앞 정의고을 예촌 양좌수집에 부모형제 동기간이 없이 고독하게 지내는 양씨열이와 양 씨아미가 있습디다. 누이동생인 양씨아미가 일곱살 때부터 신병이 들어 열다섯 되도록 몸이 말라들어 갑디다. 부모 의 덕이 없어지...,신화,MYTH2.003,"본풀이,양씨아미본풀이,양씨 아미",무속신화,무속신화·신격 전승,무속신화·신격 전승,무속신화·신격 전승 | 가족·인간사 서사,신,마을 | 산/오름,신성 | 경외 | 신비,공동체 기억 | 인물 전승
T_M_052,양이목*소본풀이,legend,제주성,33.2546582,126.3467011,제주성 | 제주목,"옛날 제주 탐라국 시절, 양목사가 제주성 삼문안에서 살 때, 서울 상시관의 명을 받아 양목사 가 목사벼슬을 받읍디다. 그러한 양목사 시절, 제주에서 일년에 한번 백마 백필을 진상올리라 하였으므로 어느 목사를 막론하고...",신화,MYTH2.003,본풀이,무속신화,무속신화·신격 전승,무속신화·신격 전승,무속신화·신격 전승,신 | 왕/관원/선비,마을,신성 | 경외 | 신비,공동체 기억 | 인물 전승
T_M_053,열리본향당본풀이,legend,사계리,33.2383758,126.3026575,사계리 | 화순리 | 안덕면,사계리에서 전해 내려오는 열리본향당본풀이 전설.,신화,MYTH2.002,"본풀이,열리본향당본풀이,열리본향당",무속신화,무속신화·신격 전승,마을 공동체 전승,무속신화·신격 전승 | 마을 공동체 전승,마을신 | 신,당/사당 | 마을,신성 | 경외 | 신비,공동체 기억 | 인물 전승 | 장소 신성화
T_M_054,영감본,legend,가파도,33.1707573,126.2726748,가파도 | 종달리 | 한경면 | 대정읍 | 마라도 | 함덕리,가파도에서 전해 내려오는 영감본 전설.,신화,MYTH2.002,영감본,전설,무속신화·신격 전승,무속신화·신격 전승,무속신화·신격 전승,신,섬,신비 | 경외 | 신성,공동체 기억 | 인물 전승
T_M_055,영등당(한림),legend,한림읍,33.3764716,126.2852587,한림읍 | 제주시,한림읍에서 전해 내려오는 영등당(한림) 전설.,신화,MYTH2.002,"한림,영등당",전설,무속신화·신격 전승,무속신화·신격 전승,무속신화·신격 전승,신,당/사당 | 마을,신비 | 경외 | 신성,공동체 기억 | 인물 전승
T_M_058,요(*)드렛당본풀이,legend,성읍리,33.407816,126.7828957,성읍리 | 표선면 | 토산리 | 가시리 | 삼달리 | 온평리,성읍리에서 전해 내려오는 요(*)드렛당본풀이 전설.,신화,MYTH2.002,본풀이,무속신화,무속신화·신격 전승,무속신화·신격 전승,무속신화·신격 전승,신,당/사당 | 마을 | 산/오름,신성 | 신비 | 경외,공동체 기억 | 인물 전승
T_M_059,우렝이 김씨조상본풀이,legend,귀덕리,33.4317792,126.291254,애월읍 | 귀덕리 | 삼도동 | 이호동 | 용담동 | 한림읍 | 제주시,귀덕리에서 전해 내려오는 김씨조상본풀이 전설.,신화,MYTH2.003,"본풀이,우렝이,김씨조상본풀이",무속신화,무속신화·신격 전승,무속신화·신격 전승,무속신화·신격 전승,신,마을,신비 | 신성 | 경외,공동체 기억 | 인물 전승
T_M_060,우렝이 신씨조상본풀이,legend,한라산,33.3616666,126.5291666,애월읍 | 표선면 | 제주목 | 서귀포시 | 대정현 | 한라산 | 가시리 | 용담동 | 하원동 | 제주시 | 광령리 | 해안동 | 안덕면,한라산에서 전해 내려오는 신씨조상본풀이 전설.,신화,MYTH2.003,"본풀이,우렝이,신씨조상본풀이",무속신화,무속신화·신격 전승,지명·지형 유래,무속신화·신격 전승 | 지명·지형 유래,신,산/오름 | 한라산 권역 | 해안 마을,신비 | 신성 | 경외,공동체 기억 | 기원 설명 | 인물 전승
T_M_061,웃당본(토산),legend,마라도,33.1206371,126.2671204,월평동 | 마라도,마라도에서 전해 내려오는 웃당본(토산) 전설.,신화,MYTH2.002,"토산,웃당본",전설,무속신화·신격 전승,무속신화·신격 전승,무속신화·신격 전승,신,당/사당 | 산/오름 | 섬,신비 | 경외 | 신성,공동체 기억 | 인물 전승
T_M_062,원당할망본,legend,신풍리,33.3697855,126.8320995,신풍리,신풍리에서 전해 내려오는 원당할망본 전설.,신화,MYTH2.003,"원당할망,원당할망본",전설,무속신화·신격 전승,무속신화·신격 전승,무속신화·신격 전승,신,당/사당 | 마을,신비 | 경외 | 신성,공동체 기억 | 인물 전승
T_M_063,원천강본,legend,한경면,33.3227575,126.2238176,한경면,한경면에서 전해 내려오는 원천강본 전설.,신화,MYTH2.002,"원천강,원천강본",전설,무속신화·신격 전승,무속신화·신격 전승,무속신화·신격 전승,신,마을,신비 | 경외 | 신성,공동체 기억 | 인물 전승
T_M_065,월정본향당본풀이,legend,한라산,33.3616666,126.5291666,월정리 | 조천리 | 한라산 | 북촌리 | 제주시 | 함덕리,"당신은 신산국 삼대왕 적선복시도령 자부금 노태옷도입니다. 배롱개 해신당신은 길 위의 서당 할망 황토부인입니다. 옛날 황토고을 황정승대왕이 사십까지 살아도 자식이 없으니, 수덕이 좋다는 동개남 은중절에 가서 두 이레 ...",신화,MYTH2.002,"본풀이,월정본향당본풀이",무속신화,무속신화·신격 전승,지명·지형 유래,무속신화·신격 전승 | 마을 공동체 전승 | 지명·지형 유래 | 해양·어촌 전승,마을신 | 신 | 동물 | 왕/관원/선비 | 용왕/해신,산/오름 | 당/사당 | 한라산 권역 | 바다,신성 | 경외 | 신비,공동체 기억 | 기원 설명 | 인물 전승 | 장소 신성화
T_M_067,이씨할망조상본,legend,건입동,33.5153591,126.5420032,건입동 | 제주시,건입동에서 전해 내려오는 이씨할망조상본 전설.,신화,MYTH2.003,이씨할망조상본,전설,무속신화·신격 전승,무속신화·신격 전승,무속신화·신격 전승,신,마을,신비 | 경외 | 신성,공동체 기억 | 인물 전승
T_M_068,자원당(하가),legend,수원리,33.4309643,126.2681874,수원리 | 한림읍,수원리에서 전해 내려오는 자원당(하가) 전설.,신화,MYTH2.002,자원당,전설,무속신화·신격 전승,무속신화·신격 전승,무속신화·신격 전승,신,당/사당 | 마을,신비 | 경외 | 신성,공동체 기억 | 인물 전승
T_M_069,저지본향 허릿궁할망,legend,고산리,33.3021091,126.1851714,한경면 | 고산리,고산리에서 전해 내려오는 허릿궁할망 전설.,신화,MYTH2.002,"저지본향,허릿궁할망",전설,무속신화·신격 전승,무속신화·신격 전승,무속신화·신격 전승 | 마을 공동체 전승,신,마을 | 산/오름,신비 | 경외 | 신성,공동체 기억 | 인물 전승
T_M_071,진안할망(수산),legend,수산리,33.4644603,126.3887347,수산리,수산리에서 전해 내려오는 진안할망(수산) 전설.,신화,MYTH2.002,진안할망,전설,무속신화·신격 전승,무속신화·신격 전승,무속신화·신격 전승,신,마을 | 산/오름,신비 | 경외 | 신성,공동체 기억 | 인물 전승
T_M_072,차사본풀이,legend,건입동,33.5153591,126.5420032,제주성 | 건입동 | 아라동 | 제주시,"옛날 옛적 동경국에 버무왕이 삽디다. 천하와가 네 귀에 풍경을 달고 전답 유기재물이 많고 노 비를 거느려 잘 살 때, 아들을 낳는 것이 하나 둘 일곱 칠형제가 태어납디다. 위로 사형제는 사주팔자가 좋아 혼인시키고 분...",신화,MYTH2.001,"본풀이,차사본풀이",무속신화,가족·인간사 서사,가족·인간사 서사,가족·인간사 서사 | 무속신화·신격 전승,신 | 왕/관원/선비 | 인간,마을,신성 | 경외 | 신비,공동체 기억 | 인물 전승
T_M_073,천지왕본,legend,표선리,33.324883,126.8245979,표선면 | 표선리,표선리에서 전해 내려오는 천지왕본 전설.,신화,MYTH2.001,"천지왕,천지왕본",전설,무속신화·신격 전승,무속신화·신격 전승,무속신화·신격 전승,신 | 왕/관원/선비,마을,신비 | 경외 | 신성,공동체 기억 | 인물 전승
T_M_074,천지왕본풀이,legend,우도,33.5042977,126.954048,우도,"대소별왕이 태어날 때, 옥황상제 천지왕이 하루는 꿈을 꾸었습니다. 일광 둘, 월광 둘, 해와 달 둘을 내보내니 인간 백성이 낮에는 해가 둘이 비쳐 뜨거워 낮에 천명 죽게 되고, 밤엔 달도 둘을 내 보내니 인간 백성 ...",신화,MYTH2.001,"본풀이,천지왕,천지왕본풀이",무속신화,무속신화·신격 전승,무속신화·신격 전승,무속신화·신격 전승,신 | 왕/관원/선비,섬,신성 | 경외 | 신비,공동체 기억 | 인물 전승
T_M_075,초공본풀이,legend,보성리,33.2676908,126.2718984,대정현 | 대정읍 | 제주시 | 보성리,"초공의 성할아버지는 석가여래, 초공의 성할머니는 석가모니, 초공의 외할아버지는 천하 임정 국대감, 초공의 외할머니는 지하 짐진국 부인, 초공 아버지는 황금산 도단땅 주자대선생, 초공 어머니는 ‘저산줄이 뻗고 이산줄이...",신화,MYTH2.001,"본풀이,초공본풀이",무속신화,무속신화·신격 전승,무속신화·신격 전승,무속신화·신격 전승,신,마을 | 산/오름,신성 | 경외 | 신비,공동체 기억 | 인물 전승
T_M_076,칠성본풀이,legend,세화리,33.4902403,126.8326492,삼양동 | 세화리 | 건입동 | 삼도동 | 조천리 | 동복리 | 신촌리 | 신흥리 | 북촌리 | 화북동 | 이도동 | 제주시 | 함덕리,칠성님의 근원은 강남 목골 미양산 고장남밭 질친남밭에서 솟아나던 일곱칠성입니다. 옛날 옛적 장나라 장설룡과 송나라 송설룡과 부부가 살 적에 천하거부로 잘 살지만 오십 쉰이 가까워도 자식 하나 없어 한숨 쉬며 근심합디...,신화,MYTH2.001,"본풀이,칠성본풀이",무속신화,무속신화·신격 전승,무속신화·신격 전승,무속신화·신격 전승 | 가족·인간사 서사,신 | 인간,마을 | 산/오름,신성 | 경외 | 따뜻함 | 신비,공동체 기억 | 인물 전승
T_M_077,토산일뤳당본풀이,legend,마라도,33.1206371,126.2671204,하도리 | 위미리 | 토산리 | 표선리 | 대정읍 | 남원리 | 마라도,"웃송당 신은 금백주 셋송당 신은 세명주 알송당 신은 소로소천이고, 막내아들은 표선리 당신 바라못도입니다. 표선리 당신인 바라못도 곧 막내 아들은 토산 섯앞빌레에 바라못도로 좌정합디다. 큰부인은 서당팟 일뤠중저이고, ...",신화,MYTH2.002,"본풀이,토산일뤳당본풀이",무속신화,무속신화·신격 전승,무속신화·신격 전승,무속신화·신격 전승 | 가족·인간사 서사,신 | 마을신 | 인간,당/사당 | 산/오름 | 섬,신성 | 경외 | 신비,공동체 기억 | 인물 전승 | 장소 신성화
T_M_079,피쟁이조상본 황정싱본,legend,삼도동,33.5120406,126.5215055,삼도동,삼도동에서 전해 내려오는 황정싱본 전설.,신화,MYTH2.003,"피쟁이조상본,황정싱본",전설,무속신화·신격 전승,무속신화·신격 전승,무속신화·신격 전승,신,마을,신비 | 경외 | 신성,공동체 기억 | 인물 전승
T_M_080,하도본향 삼싱당,legend,세화리,33.4902403,126.8326492,세화리 | 하도리,세화리에서 전해 내려오는 삼싱당 전설.,신화,MYTH2.002,"하도본향,삼싱당",전설,무속신화·신격 전승,무속신화·신격 전승,무속신화·신격 전승 | 마을 공동체 전승,신,당/사당 | 마을,신비 | 경외 | 신성,공동체 기억 | 인물 전승
T_M_082,해안본향,legend,도두동,33.501536,126.4781879,도두동 | 제주시,도두동에서 전해 내려오는 해안본향 전설.,신화,MYTH2.002,"해안본향,강구물동산당",전설,무속신화·신격 전승,무속신화·신격 전승,무속신화·신격 전승 | 마을 공동체 전승,신,당/사당 | 마을 | 산/오름 | 해안 마을,신비 | 경외 | 신성,공동체 기억 | 인물 전승
T_M_083,행원남당본풀이,legend,조천리,33.5267388,126.6435672,조천리 | 북촌리 | 행원리,조천리에서 전해 내려오는 행원남당본풀이 전설.,신화,MYTH2.002,"본풀이,행원남당본풀이",무속신화,무속신화·신격 전승,무속신화·신격 전승,무속신화·신격 전승,신,당/사당 | 마을,신성 | 신비 | 경외,공동체 기억 | 인물 전승
T_M_085,화순본향 원당밭 일뢰중조,legend,화순리,33.252712,126.3343265,화순리 | 중문리 | 안덕면,화순리에서 전해 내려오는 원당밭 일뢰중조 전설.,신화,MYTH2.002,"원당밭,화순본향,일뢰중조",전설,무속신화·신격 전승,무속신화·신격 전승,무속신화·신격 전승 | 마을 공동체 전승,신,당/사당 | 마을,신비 | 경외 | 신성,공동체 기억 | 인물 전승
W_M_001,구할망본풀이,legend,귀덕리,33.4317792,126.291254,조천읍 | 서귀포시 | 귀덕리 | 한림읍 | 동홍동,귀덕리에서 전해 내려오는 구할망본풀이 전설.,신화,MYTH2.001,"본풀이,할망,아기,서천꼿밧,임박사,인간할마님,동이용궁할미님,순산법,빌너럭징,구에문,구할망본풀이",무속신화,무속신화·신격 전승,무속신화·신격 전승,무속신화·신격 전승,신 | 인간,마을 | 산/오름,신비 | 신성 | 경외 | 따뜻함,공동체 기억 | 인물 전승
W_M_002,문전본풀이,legend,태흥리,33.2924853,126.7415146,용담동 | 제주시 | 남원읍 | 태흥리,태흥리에서 전해 내려오는 문전본풀이 전설.,신화,MYTH2.001,"본풀이,남선비,일곱성제,하늘옥황,문전본풀이,여산부인,칼,여산골,남셈원,마구할망,돗도고리,삼덕조왕",무속신화,무속신화·신격 전승,무속신화·신격 전승,무속신화·신격 전승 | 생활민담·교훈담,왕/관원/선비 | 신,마을 | 산/오름,신비 | 신성 | 경외 | 익살,공동체 기억 | 인물 전승
W_M_003,삼공본풀이,legend,수산리,33.4644603,126.3887347,애월읍 | 수산리 | 남원읍 | 태흥리,수산리에서 전해 내려오는 삼공본풀이 전설.,신화,MYTH2.001,"본풀이,마퉁이,삼공본풀이,품팔이,놋장아기,홍수문천,구에궁전애기씨,강이영성,가문장애기,은장애기,월메월산",무속신화,무속신화·신격 전승,무속신화·신격 전승,무속신화·신격 전승,신 | 인간,마을 | 산/오름,신비 | 신성 | 경외 | 따뜻함,공동체 기억 | 인물 전승
W_M_004,세경본풀이,legend,태흥리,33.2924853,126.7415146,용담동 | 제주시 | 남원읍 | 태흥리,태흥리에서 전해 내려오는 세경본풀이 전설.,신화,MYTH2.001,"본풀이,문도령,하늘옥황,세경본풀이,서천꼿밧,오곡씨,짐진국,천상베필,세경땅,주천강,치메깍,농업,수레멸망악심,화살대,주모할망,정수넴이(정수남이),용얼레기,서천서약국,문왕성,상중절,동개남,조진국,청버드낭섶",무속신화,무속신화·신격 전승,무속신화·신격 전승,무속신화·신격 전승,동물 | 신 | 왕/관원/선비,마을,신비 | 신성 | 경외,공동체 기억 | 인물 전승
